,No,Initial_Seeds,Mutants,Regex (Mutants),Translated_Mutants,Regex (Translated_Mutants),Translation_Label,Mutants (RTT Translation),LEVEN,DFA,SBERT,BW_Label
151,152.0,strings preceded by a capitalized letter followed by a letter,strings preceded by an uppercaseized letter followed by a letter,( [ <CAP> ] . * [ <LET> ] . * ) ( . * ),字符串后跟一个大写字母，再跟一个字母,. * [ <LET> ] . * [ <CAP> ] . * . *,bug,"string followed by an uppercase letter , followed by a letter",0.5,0.389473,0.9071316779999999,correct
152,153.0,"lines not having a digit , not a letter , and not a lower-case letter","lines not having a digit , not letters , and not a lower-case letter",~ ( ( [ <NUM> ] ) &( [ <LET> ] ) + & ( [ <LOW> ] ) ),没有数字，字母和小写字母的行,~ ( ( [ <NUM> ] ) + & ( [ <LET> ] ) + ) & ( [ <LET> ] ) +,correct,"lines without numbers , letters and lowercase letters",0.764705882,0.0094339,0.8914874559999999,correct
153,154.0,"lines not having a digit , not a letter , and not a lower-case letter","lines not having a digit , not a letter , and not a lowercase letter",~ ( ( [ <NUM> ] ) & ( [ <LET> ] ) & ( [ <LOW> ] ) ),没有数字，字母和小写字母的行,~ ( ( [ <NUM> ] ) + & ( [ <LET> ] ) + ) & ( [ <LET> ] ) +,correct,"lines without numbers , letters and lowercase letters",0.705882353,0.0094339,0.877162188,correct
154,155.0,lines not starting with letters and not a capital letter,lines not starting from letters and not a capital letter,~ ( (( [ <LET> ] ) + ( . * ) ) & ( [ <CAP> ] ) ),行不是以字母开头也不是大写字母,~ ( ( ( [ <LET> ] ) ( . * ) ) | ( [ <CAP> ] ) ),correct,the line does not start with a letter or is not a capital letter,0.882352941,0.00039672246,0.92011267,correct
155,156.0,"lines not having the string <M0> , not vowels , and not a lower-case letter","strings not having the string <M0> , not vowels , and not a lower-case letter",~ ( ( <M0> ) & ( [ <VOW> ] ) + & ( [ <LOW> ] ) ),字符串不包含字符串<M0>，不包含元音，也不包含小写字母,~ ( ( . * <M0> . * ) & ( [ <LET> ] ) ),correct,"the string does not contain the string <M0> , does not contain vowels , and does not contain lowercase letters",0.533333333,0.0,0.915080447,correct
156,157.0,"lines not having the string <M0> , not vowels , and not a lower-case letter","lines not having the string <M0> , not vowels , and not a lowercase letter",~ ( ( <M0> ) & ( [ <VOW> ] ) + & ( [ <LOW> ] ) ),行没有字符串<M0>，没有元音，也没有小写字母,( ( <M0> ) & ( [ <VOW> ] ) + & ( [ <LET> ] ) ),correct,"the line has no string <M0> , no vowels , and no lowercase letters",0.8666666670000001,1.0,0.9759537490000001,correct
157,158.0,lines ending with a string that contains only a capital letter at least once,rows ending with a string that contains only a capital letter at least once,( ( . * ) ( [ <CAP> ] ) ) +,以至少包含一次大写字母的字符串结尾的行,( . * ) ( ( . ) + ),correct,lines ending with a string containing at least one uppercase letter,0.6,0.412698,0.8215525159999999,correct
158,159.0,lines containing the string <M0> or a capital letter followed by characters,lines containing the string <M0> or a capitalized letter followed by characters,( . * <M0> . * ) | ( [ <CAP> ] . * . . * ),包含字符串<M0>或大写字母后跟字符的行,( . * <M0> . * ) | ( [ <CAP> ] . * . . * ),correct,lines containing the string <M0> or uppercase letters followed by characters,1.0,1.0,0.968736155,correct
159,160.0,lines containing the string <M0> or a capital letter followed by characters,lines composed of the string <M0> or a capital letter followed by characters,( . * <M0> . * ) | ( [ <CAP> ] . * . . * ),由字符串<M0>或大写字母后跟字符组成的行,( . * <M0> . * ) | ( [ <CAP> ] . * . . * ),correct,a line consisting of the string <M0> or uppercase letters followed by characters,1.0,1.0,0.941370257,correct
160,161.0,"lines arranged with a character in front of a vowel or the string <M0> , zero or more times",lines arranged with a character in front of a vowel or the string <M0> (zero or more times),( ( ( . ) . * ( [ <VOW> ] ) . * ) | ( <M0> ) ) *,在元音或字符串<M0>前面排列有字符的行（零次或多次）,( ( ( . ) + . * ( [ <VOW> ] ) . * ) | ( <M0> ) ) *,correct,"lines with characters arranged in front of the vowel or string <M0> , zero or more times",0.95,1.0,0.978820403,correct
161,162.0,"lines with a character , greater than or equal to two times in front of a digit","rows with a character , greater than or equal to two times in front of a digit","( ( . ) { 2 , } ) . * ( [ <NUM> ] ) . *",在一个数字前大于或等于两倍字符的行,"\ b ( ( [ <NUM> ] ) { 2 , } ) . * ( [ <NUM> ] ) . * \ b",bug,a line that is greater than or equal to two characters before a number,0.8,-1.0,0.891303698,correct
162,163.0,lines with a character before a vowel and containing a lower-case letter,strings with a character before a vowel and containing a lower-case letter,( ( . ) . * ( [ <VOW> ] ) . * ) & ( . * [ <LOW> ] . * ),带有元音前字符且包含小写字母的字符串,( ( . ) + . * ( [ <VOW> ] ) + . * ) & ( . * [ <LET> ] . * ),correct,string with characters before vowels and containing lowercase letters,0.8636363640000001,0.89535,0.9564697590000001,correct
163,164.0,lines with the string <M0> or not characters at least one time,rows with the string <M0> or not characters at least one time,( ( <M0> ) | ( ~ ( . ) + ) ) +,至少一次包含字符串<M0>的行,( . * <M0> . * ) +,bug,lines containing the string <M0> at least once,0.28571428600000004,-1.0,0.8324515459999999,correct
164,165.0,lines with words that contain ending with letters,rows with words that contain ending with letters,\ b . * ( . * )( [ <LET> ] ) + . * \ b,包含以字母结尾的单词的行,. * ( . * ) ( [ <LET> ] ) + . *,correct,lines containing words ending in letters,0.857142857,0.00020584601999999998,0.9011450320000001,correct
165,166.0,"lines having either a letter , the string <M0> , or an upper case letter in front of the string <M1>","rows having either a letter , the string <M0> , or an upper case letter in front of the string <M1>",( ( [ <LET> ] ) | ( <M0> ) | ( [ <CAP> ] ) ) . * ( <M1> ) . *,具有字母，字符串<M0>或字符串<M1>前面的大写字母的行,( ( [ <LET> ] ) + | ( <M0> ) ) . * ( <M1> ) . *,correct,"lines with letters , string <M0> or uppercase letter before string <M1>",0.75,0.0188679,0.9310739990000001,correct
166,167.0,lines arranged with the string <M0> before the string <M1> or a number and the string <M2>,strings arranged with the string <M0> before the string <M1> or a number and the string <M2>,( ( <M0> ) . * ( <M1> ) . * ) | ( ( [ <NUM> ] ) & ( <M2> ) ),在字符串<M1>之前以字符串<M0>或数字和字符串<M2>排列的字符串,( . * ) ( ( ( <M0> ) | ( [ <NUM> ] ) ) . * ( <M1> ) . * ),bug,a character string arranged with character string <M0> or number and character string <M2> before character string <M1>,0.318181818,0.0,0.945839577,correct
167,168.0,lines arranged with the string <M0> before the string <M1> or a number and the string <M2>,lines arranged with the string <M0> before the string <M1> or digits and the string <M2>,( ( <M0> ) . * ( <M1> ) . * ) | (( [ <NUM> ] ) + & ( <M2> ) ),在字符串<M1>或数字和字符串<M2>之前以字符串<M0>排列的行,( ( <M0> ) . * ( <M1> ) . * ) | ( ( [ <NUM> ] ) & ( <M2> ) ),correct,lines arranged with the string <M0> before the string <M1> or the number and string <M2>,0.956521739,1.0,0.9954562229999999,correct
168,169.0,"lines with a character followed by a vowel , 2 or more times","lines with a character followed by a vowel , two or more times","( . . * [ <VOW> ] . * ) { 2 , }",带有字符的行和元音，两次或更多次,"( ( . ) + & ( ( . ) + ) ) & ( ( [ <VOW> ] ) + { 2 , } )",bug,"lines and vowels with characters , two or more times",0.23809523800000001,False,0.906265022,correct
169,170.0,lines with the string <M0> followed by a lower-case letter,lines with the string <M0> then a lower-case letter,<M0> . * [ <LOW> ] . *,字符串<M0>的行，然后是小写字母,. * <M0> . * [ <LET> ] . * . *,correct,"the line of the string <M0> , followed by lowercase letters",0.5,0.365942,0.9480645740000001,correct
170,171.0,"strings having either the string <M0> , vowels , or the string <M1> before numbers","strings having either the string <M0> , vowels , or the string <M1> in front of numbers",( ( <M0> ) | ( [ <VOW> ] ) + | ( <M1> ) ) . * ( [ <NUM> ] ) + . *,在数字前具有字符串<M0>，元音或字符串<M1>的字符串,"( ( <M0> ) { , , } ) . * ( ( [ <NUM> ] ) { , 2 } ) . *",correct,"a string with the string <M0> , vowel or string <M1> before the number",0.454545455,-1.0,0.959121514,correct
171,172.0,lines with a lower-case letter then a digit in front of an upper case letter,lines with a lower case letter then a digit in front of an upper case letter,( [ <LOW> ] . * [ <NUM> ] . * ) . * ( [ <CAP> ] ) . *,带有小写字母的行，然后是大写字母前面的数字,( [ <LET> ] . * [ <NUM> ] . * ) . * ( [ <CAP> ] ) . *,correct,"a line with lowercase letters , then the number before the uppercase letter",0.933333333,0.0,0.914652888,correct
172,173.0,lines with a lower-case letter then a digit in front of an upper case letter,lines with a lowercase letter then a digit in front of an upper case letter,( [ <LOW> ] . * [ <NUM> ] . * ) . * ( [ <CAP> ] ) . *,带有小写字母的行，然后是大写字母前面的数字,( [ <LET> ] . * [ <NUM> ] . * ) . * ( [ <CAP> ] ) . *,correct,"a line with lowercase letters , then the number before the uppercase letter",0.933333333,0.0,0.9363634740000001,correct
173,174.0,"lines not having the string <M0> , a character , or the string <M1>","strings not having the string <M0> , a character , or the string <M1>",~ ( ( <M0> ) | ( . ) | ( <M1> ) ),没有字符串<M0>，字符或字符串<M1>的字符串,~ ( ( <M0> ) | ( <M1> ) ) | ( <M1> ),correct,"string without string <M0> , character or string <M1>",0.7857142859999999,-1.0,0.958719779,correct
174,175.0,"lines not having the string <M0> , a character , or the string <M1>","lines not having the string <M0> , characters , or the string <M1>",~ ( ( <M0> ) | ( . ) + | ( <M1> ) ),行不包含字符串<M0>，字符或字符串<M1>,~ ( . * ( <M0> ) | ( <M1> ) . * ),correct,"line does not contain string <M0> , character or string <M1>",0.46666666700000003,0.0,0.9698296559999999,correct
175,176.0,lines with words that have a character or the string <M0> before the string <M1>,lines with a word that has a character or the string <M0> before the string <M1>,\ b ( . ) | ( ( <M0> ) . * ( <M1> ) . * ) \ b,行中包含字符或字符串<M0>之前的单词的行,( . * . . * ) | ( ( <M0> ) . * ( <M0> ) . * ),bug,lines containing characters or words before the string <M0>,0.65,0.0002479544,0.908546172,correct
176,177.0,lines with words that have a character or the string <M0> before the string <M1>,lines with words that have characters or the string <M0> before the string <M1>,\ b ( . ) + | ( ( <M0> ) . * ( <M1> ) . * ) \ b,包含字符的单词行或字符串<M1>之前的字符串<M0>,( \ b . * . . * \ b ) . * ( <M1> ) . *,bug,word line containing characters or string <M0> before string <M1>,0.473684211,0.0,0.969257975,correct
177,178.0,"lines arranged with a number , 4 or more times","strings arranged with a number , 4 or more times","( [ <NUM> ] ) { 4 , }",字符串排列了4次以上,( . * ),bug,the string is arranged more than 4 times,0.25,0.0006247251,0.852181095,correct
178,179.0,lines containing an upper case letter,lines consisting of an upper case letter,. * [ <CAP> ] . *,由大写字母组成的行,. * [ <LET> ] . * [ <LET> ] . * . *,correct,line consisting of uppercase letters,0.4,0.87943,0.9320862590000001,correct
179,180.0,lines containing an upper case letter,rows containing an upper case letter,. * [ <CAP> ] . *,包含大写字母的行,. * ( [ <LET> ] ) + . * ( [ <LET> ] ) + . * . *,correct,lines containing capital letters,0.25,0.87943,0.741049181,correct
180,181.0,strings with a word that has a vowel before a lower-case letter,strings with a word that has a vowel in front of a lower-case letter,\ b ( [ <VOW> ] ) . * ( [ <LOW> ] ) . * \ b,带有在小写字母前带有元音的单词的字符串,( b ( [ <VOW> ] ) + . * ( [ <LET> ] ) + . * \ b ),correct,string with words with vowels before lowercase letters,0.666666667,0.79971,0.890221253,correct
181,182.0,strings with a word that has a vowel before a lower-case letter,strings with a word that has a vowel before a lower case letter,\ b ( [ <VOW> ] ) . * ( [ <LOW> ] ) . * \ b,带有小写字母前有元音的单词的字符串,. * ( [ <VOW> ] ) + . * ( [ <LET> ] ) + . * \ b,correct,a string of words with vowels before lowercase letters,0.666666667,0.00433774,0.931716674,correct
182,183.0,"lines with a number , 5 or more times","lines with a numeric character , 5 or more times","( [ <NUM> ] ) { 5 , }",带有5个或更多数字字符的行,( [ <VOW> ] ) + | ( . ) +,correct,lines with 5 or more numeric characters,0.222222222,0.0,0.9215234259999999,correct
183,184.0,"lines with a number , 5 or more times","lines arranged with a number , 5 or more times","( [ <NUM> ] ) { 5 , }",行数大于或等于5次,"( . * ) ( [ , ] ) { 5 , }",bug,the number of rows is greater than or equal to 5 times,0.333333333,0.0,0.781332365,correct
184,185.0,"lines arranged with words that have a character , 0 or more times","lines arranged with words that have a character , 0 or greater times",\ b ( . ) * \ b,用字符，大于等于0的单词排列的行,( . * + . * ) *,bug,"lines arranged by characters , words greater than or equal to 0",0.25,False,0.93105237,correct
185,186.0,"lines arranged with words that have a character , 0 or more times","lines arranged with a word that has a character , 0 or more times",\ b ( . ) * \ b,排列的行包含一个字符，该字符为0次或多次,( . * . . * ) *,bug,"the arranged line contains one character , the character is 0 or more times",0.25,0.0002479544,0.812759467,correct
186,187.0,"lines with a letter , zero or greater times before a character","lines with lettered words , zero or greater times before a character",(( [ <LET> ] ) + * ) . * ( . ) . *,带有字母单词的行，字符前的零次或更多次,( ( [ <LET> ] ) + * ) . * ( <M0> ) . *,bug,"lines with letter words , zero or more times before the character",0.9285714290000001,False,0.983962043,correct
187,188.0,"rows with words that have a number , 5 or more times","rows with words that have numbers , 5 or more times","\ b ( [ <NUM> ] ) + { 5 , } \ b",包含5次或以上的数字的行,. * ( [ <VOW> ] ) + | ( [ <NUM> ] ) + . *,bug,lines containing 5 or more numbers,0.307692308,False,0.737807442,correct
188,189.0,the line begins with a vowel or the string <M0>,the line begins with vowels or the string <M0>,( ( [ <VOW> ] ) + | ( <M0> ) ) ( . * ),该行以元音或字符串<M0>开头,( ( [ <VOW> ] ) | ( <M0> ) ) ( . * ),correct,the line starts with a vowel or string <M0>,0.9285714290000001,0.090909,0.9684671159999999,correct
189,190.0,lines not having a lower-case letter and not a number,lines not having a lower-case letter and not a numeric character,~ ( ( [ <LOW> ] ) & ( [ <NUM> ] ) ),行不包含小写字母，也不包含数字字符,~ ( ( . * ) ( ( [ <LET> ] ) + ) ),correct,the line does not contain lowercase letters or numeric characters,0.538461538,0.0,0.900219384,correct
190,191.0,lines not having a lower-case letter and not a number,strings not having a lower-case letter and not a number,~ ( ( [ <LOW> ] ) & ( [ <NUM> ] ) ),没有小写字母而不是数字的字符串,~ ( ( [ <LET> ] ) + ) & ( ~ ( [ <NUM> ] ) + ),correct,string without lowercase letters instead of numbers,0.6,0.0,0.8961210999999999,correct
191,192.0,lines with the string <M0> before a vowel or a numeric character,lines with the string <M0> before vowels or a numeric character,( <M0> ) . * ( ( [ <VOW> ] ) + | ( [ <NUM> ] ) ) . *,在元音或数字字符前的字符串<M0>的行,( ( <M0> ) . * ( [ <VOW> ] ) . * ) | ( ( [ <VOW> ] ) | ( [ <NUM> ] ) ),bug,the line of the string <M0> before the vowel or numeric character,0.5,0.0153846,0.970423193,correct
192,193.0,lines with the string <M0> before a vowel or a numeric character,lines arranged with the string <M0> before a vowel or a numeric character,( <M0> ) . * ( ( [ <VOW> ] ) | ( [ <NUM> ] ) ) . *,在元音或数字字符前用字符串<M0>排列的行,( <M0> ) . * ( ( [ <VOW> ] ) + | ( . ) + ) . *,correct,lines arranged with the string <M0> before vowels or numeric characters,0.833333333,0.15873,0.979099266,correct
193,194.0,lines with words that have the string <M0> or composed of the string <M1>,strings with words that have the string <M0> or composed of the string <M1>,\ b ( <M0> ) | ( . * <M1> . * ) \ b,字符串为<M0>或由字符串<M1>组成的单词的字符串,( ( <M0> ) | ( . ) ) | ( . * <M1> . * ),bug,the string is <M0> or a string of words consisting of the string <M1>,0.588235294,0.0,0.959210743,correct
194,195.0,lines with words that have the string <M0> or composed of the string <M1>,lines arranged with words that have the string <M0> or composed of the string <M1>,\ b ( <M0> ) | ( . * <M1> . * ) \ b,由具有字符串<M0>或由字符串<M1>组成的单词排列的行,. * ( <M0> ) | ( <M1> ) \ b,correct,lines arranged by words with the character string <M0> or the character string <M1>,0.538461538,0.0002479544,0.9539580529999999,correct
195,196.0,lines starting with a letter before a character,strings starting with a letter before a character,( ( [ <LET> ] ) ( . * ) ) . * ( . ) . *,以字符前的字母开头的字符串,( ( <M0> ) ( . * ) ) . * ( <M0> ) . *,correct,string beginning with the letter before the character,0.875,0.0,0.979649738,correct
196,197.0,"lines with words that contain either a vowel , the string <M0> , or the string <M1>","rows with words that contain either a vowel , the string <M0> , or the string <M1>",\ b . * ( [ <VOW> ] ) | ( <M0> ) | ( <M1> ) . * \ b,包含元音，字符串<M0>或字符串<M1>的单词的行,. * ( . * [ <VOW> ] . * ) | ( <M1> ) . *,bug,"lines of words containing vowels , string <M0> or string <M1>",0.588235294,0.0062634,0.939614904,correct
197,198.0,lines with a lower-case letter then a digit in front of an upper case letter,strings with a lower-case letter then a digit in front of an upper case letter,( [ <LOW> ] . * [ <NUM> ] . * ) . * ( [ <CAP> ] ) . *,带有小写字母的字符串，然后是大写字母前面的数字,( [ <LET> ] . * [ <NUM> ] . * ) . * ( [ <CAP> ] ) . *,correct,"string with lowercase letters , then the number before the uppercase letter",0.933333333,0.0,0.922846588,correct
198,199.0,"rows starting with the string <M0> then the string <M1> , greater than or equal to 5 times","rows beginning with the string <M0> then the string <M1> , greater than or equal to 5 times","( ( <M0> . * <M1> . * ) { 5 , } ) ( . * )",以字符串<M0>开头的行，然后是字符串<M1>的行，大于或等于5倍,( ( <M0> ) ( . * ) ) & ( . * <M1> . * ),correct,"the line starting with the string <M0> , and then the line with the string <M1> , greater than or equal to 5 times",0.529411765,1.0,0.962340097,correct
199,200.0,"lines not having the string <M0> , not characters , nor the string <M1>","rows not having the string <M0> , not characters , nor the string <M1>",~ ( ( <M0> ) & ( . ) + & ( <M1> ) ),行没有字符串<M0>，没有字符，也没有字符串<M1>,( ( <M0> ) & ( . ) + & ( <M1> ) ),correct,"the line has no string <M0> , no characters , and no string <M1>",0.933333333,1.0,0.95166217,correct
200,201.0,the line starts with a vowel or containing the string <M0>,the line starts with vowels or containing the string <M0>,( ( [ <VOW> ] ) + ( . * ) ) | ( . * <M0> . * ),该行以元音开头或包含字符串<M0>,( ( [ <VOW> ] ) ( . * ) ) | ( . * <M0> . * ),correct,the line starts with a vowel or contains the string <M0>,0.944444444,1.0,0.9665624209999999,correct
201,202.0,"rows are not a word that has a vowel , not a lower-case letter , instead of the string <M0>","rows are not a word that has a vowel , not a lower case letter , instead of the string <M0>",~ ( \ b ( [ <VOW> ] ) & ( [ <LOW> ] ) & ( <M0> ) \ b ),行不是具有元音而不是小写字母的单词，而不是字符串<M0>,~ ( \ b ( [ <VOW> ] ) + & ( [ <LET> ] ) & ( <M0> ) \ b ),correct,"the line is not a word with vowels instead of lowercase letters , not the string <M0>",0.882352941,1.0,0.897552228,correct
202,203.0,"rows are not a word that has a vowel , not a lower-case letter , instead of the string <M0>","rows are not a word that has a vowel , not a lowercase letter , instead of the string <M0>",~ ( \ b ( [ <VOW> ] ) & ( [ <LOW> ] ) & ( <M0> ) \ b ),行不是具有元音而不是小写字母的单词，而不是字符串<M0>,~ ( \ b ( [ <VOW> ] ) + & ( [ <LET> ] ) & ( <M0> ) \ b ),correct,"the line is not a word with vowels instead of lowercase letters , not the string <M0>",0.882352941,1.0,0.9090051509999999,correct
203,204.0,the line starts with a vowel or containing the string <M0>,the line starts with vowels or containing the string <M0>,( ( [ <VOW> ] ) + ( . * ) ) | ( . * <M0> . * ),该行以元音开头或包含字符串<M0>,( ( [ <VOW> ] ) ( . * ) ) | ( . * <M0> . * ),correct,the line starts with a vowel or contains the string <M0>,0.944444444,1.0,0.9665624209999999,correct
204,205.0,lines consisting of the string <M0>,rows consisting of the string <M0>,. * <M0> . *,由字符串<M0>组成的行,. * <M0> . *,correct,line consisting of the string <M0>,1.0,1.0,0.94228174,correct
205,206.0,lines consisting of the string <M0>,strings consisting of the string <M0>,. * <M0> . *,由字符串<M0>组成的字符串,. * <M0> . *,correct,string composed of string <M0>,1.0,1.0,0.9788152040000001,correct
206,207.0,strings starting with words that contain a character,strings beginning with words that contain a character,( \ b . * . . * \ b ) ( . * ),以包含字符的单词开头的字符串,( \ b . * . . * \ b ) ( . * ),correct,string beginning with a word containing characters,1.0,1.0,0.97730924,correct
207,208.0,strings starting with words that contain a character,strings preceded by words that contain a character,( \ b . * . . * \ b ) ( . * ),字符串后跟包含字符的单词,. * ( . . * . . * . * . * ),bug,string followed by words containing characters,0.571428571,0.0002480159,0.86667799,correct
208,209.0,rows with words that don't have a vowel at least once,rows with words that do not have a vowel at least once,\ b ~ ( ( [ <VOW> ] ) + ) \ b,带有至少一次没有元音的单词的行,( \ b ~ ( [ <VOW> ] ) + ) +,correct,lines with words without vowels at least once,0.666666667,1.5260885e-05,0.8769484209999999,correct
209,210.0,"lines with words that don't have a character , 0 or more times","lines with words that do not have a character , 0 or more times",( \ b ~ ( . ) \ b ) *,没有字符的单词行，0次或多次,( \ b ~ ( . ) + \ b ) *,bug,"word line without characters , 0 or more times",0.9,1.0,0.9380625440000001,correct
210,211.0,"lines with words that don't have a character , 0 or more times","strings with words that don't have a character , 0 or more times",( \ b ~ ( . ) \ b ) *,带有不带字符的单词的字符串，0次或更多次,( \ b ~ ( . ) + \ b ) *,correct,"string with words without characters , 0 or more times",0.9,1.0,0.949669007,correct
211,212.0,lines containing a character or a vowel,lines made up of a character or a vowel,. * ( . ) | ( [ <VOW> ] ) . *,由字符或元音组成的行,. * ( . ) + | ( [ <VOW> ] ) + . *,correct,line consisting of characters or vowels,0.846153846,1.0,0.901676881,correct
212,213.0,lines containing a character or a vowel,lines composed of a character or a vowel,. * ( . ) | ( [ <VOW> ] ) . *,由字符或元音组成的行,. * ( . ) + | ( [ <VOW> ] ) + . *,correct,line consisting of characters or vowels,0.846153846,1.0,0.93091689,correct
213,214.0,lines not having a capital letter and not a character in front of a letter,lines not having a capital letter and not a character in front of lettered words,~ ( ( ( [ <CAP> ] ) & ( . ) ) . *( [ <LET> ] ) + . * ),没有大写字母且字母前面没有字符的行,( ( [ <LET> ] ) + & ( . ) + ) . * ( <M0> ) . *,bug,lines with no uppercase letters and no characters before the letter,0.6,3.2673972e-06,0.897770539,correct
214,215.0,lines not having a capital letter and not a character in front of a letter,lines not having an upper case letter and not a character in front of a letter,~ ( ( ( [ <CAP> ] ) & ( . ) ) . * ( [ <LET> ] ) . * ),没有大写字母且字母前面没有字符的行,( ( [ <LET> ] ) + & ( . ) + ) . * ( <M0> ) . *,correct,lines with no uppercase letters and no characters before the letter,0.6315789470000001,3.2673972e-06,0.925708442,correct
215,216.0,"rows not having a digit , not a capitalized letter , and not a vowel","rows not having a digit , not a capitalized letter , nor a vowel",~ ( ( [ <NUM> ] ) & ( [ <CAP> ] ) & ( [ <VOW> ] ) ),没有数字，大写字母或元音的行,~ ( ( [ <NUM> ] ) + | ( [ <LET> ] ) + ) | ( [ <VOW> ] ) +,correct,"lines without numbers , capital letters or vowels",0.588235294,7.630442000000001e-05,0.793948092,correct
216,217.0,"lines with the string <M0> or containing only the string <M1> , three or more times","lines with the string <M0> or containing only the string <M1> , greater than or equal to three times","( ( <M0> ) | ( <M1> ) ) { 3 , }",字符串<M0>或仅包含字符串<M1>的行，大于或等于三倍,"( ( <M1> ) | ( <M1> ) ) { 3 , }",correct,"the string <M0> or the line containing only the string <M1> , greater than or equal to three times",0.9,0.956521,0.99043528,correct
217,218.0,lines with the string <M0> before the string <M1> or a letter,lines arranged with the string <M0> before the string <M1> or a letter,( <M0> ) . * ( ( <M1> ) | ( [ <LET> ] ) ) . *,在字符串<M1>或字母之前以字符串<M0>排列的行,. * ( <M0> ) . * ( ( <M1> ) | ( [ <LET> ] ) + ) . * . *,correct,lines arranged in the string <M0> before the string <M1> or letters,0.761904762,1.0,0.9935230709999999,correct
218,219.0,lines with the string <M0> before the string <M1> or a letter,lines with the string <M0> before the string <M1> or letters,( <M0> ) . * ( ( <M1> ) |( [ <LET> ] ) + ) . *,在字符串<M1>或字母之前的字符串<M0>的行,( ( <M0> ) . * ( <M1> ) . * ) | ( ( <M1> ) | ( <M2> ) ),correct,the line of the string <M0> before the string <M1> or the letter,0.454545455,7.568785000000001e-08,0.983826492,correct
219,220.0,lines with words that have starting with the string <M0> or the string <M1>,lines with words that have starting from the string <M0> or the string <M1>,\ b ( ( <M0> ) ( . * ) ) | ( <M1> ) \ b,从字符串<M0>或字符串<M1>开始的单词行,\ b ( ( <M0> ) ( . * ) ) | ( <M1> ) \ b,bug,word line starting from string <M0> or string <M1>,1.0,1.0,0.9670395209999999,correct
220,221.0,lines with words that have starting with the string <M0> or the string <M1>,rows with words that have starting with the string <M0> or the string <M1>,\ b ( ( <M0> ) ( . * ) ) | ( <M1> ) \ b,以字符串<M0>或字符串<M1>开头的单词的行,( ( <M0> ) | ( <M1> ) ) ( . * ),correct,a line of words starting with the string <M0> or the string <M1>,0.46666666700000003,0.00024402147,0.9648483840000001,correct
221,222.0,lines ending with the string <M0> or a lower-case letter followed by the string <M1>,the line ends with the string <M0> or a lower-case letter followed by the string <M1>,( . * ) ( ( <M0> ) | ( [ <LOW> ] . * <M1> . * ) ),该行以字符串<M0>或小写字母结尾，后跟字符串<M1>,( ( . * ) ( <M0> ) ) | ( [ <LOW> ] . * <M1> . * ),correct,"the line ends with the string <M0> or a lowercase letter , followed by the string <M1>",0.7777777779999999,1.0,0.990953282,correct
222,223.0,lines ending with the string <M0> or a lower-case letter followed by the string <M1>,rows ending with the string <M0> or a lower-case letter followed by the string <M1>,( . * ) ( ( <M0> ) | ( [ <LOW> ] . * <M1> . * ) ),以字符串<M0>或小写字母后跟字符串<M1>结尾的行,( ( . * ) ( <M0> ) ) | ( [ <LET> ] . * <M1> . * ),correct,lines ending with the string <M0> or lowercase letters followed by the string <M1>,0.7222222220000001,1.0,0.966481405,correct
223,224.0,"strings with the string <M0> , 3 or more times or starting with numbers","strings with the string <M0> , no more than 3 times or starting with numbers","( ( <M0> ) { , 3 } ) | ( ( [ <NUM> ] ) + ( . * ) )",字符串<M0>的字符串，最多3次或以数字开头,"( ( <M0> ) { , 3 } ) | ( ( [ <NUM> ] ) ( . * ) )",bug,"string of string <M0> , up to 3 times or start with a number",0.9411764709999999,1.0,0.9602503720000001,correct
224,225.0,"strings with the string <M0> , 3 or more times or starting with numbers","strings with the string <M0> , 3 or more times in total or starting with numbers","( ( <M0> ) { 3 , } ) | ( ( [ <NUM> ] ) + ( . * ) )",字符串为<M0>的字符串，总共3次或更多次，或者以数字开头,( . * ),bug,"the string is a string of <M0> , a total of 3 or more times , or starts with a number",0.235294118,0.158729,0.9133220190000001,correct
225,226.0,"lines with the string <M0> , 3 or more times or a vowel followed by the string <M1>","lines with the string <M0> , 3 or greater times or a vowel followed by the string <M1>","( ( <M0> ) { 3 , } ) | ( [ <VOW> ] . * <M1> . * )",字符串<M0>的行，连续3次或更多次，或者元音后跟字符串<M1>,"( ( <M0> ) { 3 , } ) | ( [ <VOW> ] . * <M1> . * )",bug,"the line of the string <M0> , 3 or more consecutive times , or the vowel followed by the string <M1>",1.0,1.0,0.960397411,correct
226,227.0,"lines with the string <M0> , 3 or more times or a vowel followed by the string <M1>","strings with the string <M0> , 3 or more times or a vowel followed by the string <M1>","( ( <M0> ) { 3 , } ) | ( [ <VOW> ] . * <M1> . * )",包含字符串<M0>的字符串，3次或更多次或一个元音后跟字符串<M1>,"( ( <M0> ) { 3 , } ) | ( [ <VOW> ] . * <M1> . * )",correct,"a string containing the string <M0> , 3 or more times or a vowel followed by the string <M1>",1.0,1.0,0.958159735,correct
227,228.0,lines not having the string <M0> or numbers in front of a lower-case letter,lines not having the string <M0> or numbers in front of a lowercase letter,~ ( ( ( <M0> ) | ( [ <NUM> ] ) + ) . * ( [ <LOW> ] ) . * ),没有字符串<M0>或小写字母前面的数字的行,( ~ ( <M0> ) ) | ( ( [ <NUM> ] ) + . * [ <LET> ] ) + . *,correct,lines without the string <M0> or numbers before lowercase letters,0.55,-1.0,0.954694183,correct
